Speed (m/s),count,10km count,42km count,21km count,female count,male count
1.971608832807571,1,1.0,0.0,0.0,1.0,0.0
1.9719976336028398,1,1.0,0.0,0.0,1.0,0.0
1.9720161517513382,1,0.0,0.0,1.0,0.0,1.0
1.9753550935942057,1,0.0,0.0,1.0,1.0,0.0
1.976284584980237,1,0.0,0.0,1.0,0.0,1.0
1.9770288081340615,1,0.0,0.0,1.0,0.0,1.0
1.9782393669634026,1,1.0,0.0,0.0,0.0,1.0
1.980384760467748,1,0.0,0.0,1.0,1.0,0.0
1.9817677368212445,1,1.0,0.0,0.0,1.0,0.0
1.9845207382417147,1,1.0,0.0,0.0,1.0,0.0
1.9849709343541755,1,0.0,1.0,0.0,1.0,0.0
1.9868489521737074,1,0.0,1.0,0.0,0.0,1.0
1.9907100199071002,1,0.0,0.0,1.0,1.0,0.0
1.9908421262193907,1,1.0,0.0,0.0,1.0,0.0
1.9942073025972176,1,0.0,1.0,0.0,0.0,1.0
1.9943019943019944,1,0.0,1.0,0.0,0.0,1.0
1.9944156362185879,2,2.0,0.0,0.0,2.0,0.0
1.9944914046918036,2,0.0,2.0,0.0,1.0,1.0
1.9958182854970539,1,0.0,0.0,1.0,0.0,1.0
1.9973368841544608,1,0.0,0.0,1.0,0.0,1.0
1.997526871492438,1,0.0,0.0,1.0,0.0,1.0
1.9984012789768186,1,1.0,0.0,0.0,1.0,0.0
1.999619120167587,2,0.0,2.0,0.0,1.0,1.0
2.0018111624803394,1,0.0,1.0,0.0,0.0,1.0
2.0044097013429547,1,1.0,0.0,0.0,0.0,1.0
2.0053475935828877,1,0.0,0.0,1.0,0.0,1.0
2.012458073790129,1,0.0,0.0,1.0,0.0,1.0
2.013229795800978,1,0.0,0.0,1.0,1.0,0.0
2.01328769881216,2,2.0,0.0,0.0,2.0,0.0
2.015316404675534,1,1.0,0.0,0.0,0.0,1.0
2.0180665000960984,1,0.0,0.0,1.0,1.0,0.0
2.025462962962963,1,0.0,0.0,1.0,1.0,0.0
2.0260492040520983,1,0.0,0.0,1.0,1.0,0.0
2.02757502027575,1,1.0,0.0,0.0,1.0,0.0
2.028397565922921,1,1.0,0.0,0.0,1.0,0.0
2.0300446609825418,1,1.0,0.0,0.0,0.0,1.0
2.0329335230737953,1,1.0,0.0,0.0,1.0,0.0
2.0365611210784076,1,0.0,1.0,0.0,0.0,1.0
2.0404197434900895,1,0.0,0.0,1.0,1.0,0.0
2.0458265139116203,2,2.0,0.0,0.0,2.0,0.0
2.0470829068577276,1,1.0,0.0,0.0,1.0,0.0
2.0475020475020473,1,1.0,0.0,0.0,1.0,0.0
2.0493803064311504,1,0.0,0.0,1.0,1.0,0.0
2.05078125,1,0.0,0.0,1.0,0.0,1.0
2.0509815411661294,1,0.0,0.0,1.0,0.0,1.0
2.051282051282051,1,0.0,1.0,0.0,0.0,1.0
2.0521239482864764,1,1.0,0.0,0.0,1.0,0.0
2.0538098172109263,1,1.0,0.0,0.0,1.0,0.0
2.0600353148911124,1,0.0,0.0,1.0,0.0,1.0
2.06058108386565,1,1.0,0.0,0.0,1.0,0.0
2.062706270627063,2,2.0,0.0,0.0,1.0,1.0
2.0631318341242006,1,1.0,0.0,0.0,1.0,0.0
2.063983488132095,1,1.0,0.0,0.0,1.0,0.0
2.065302911093627,2,0.0,0.0,2.0,2.0,0.0
2.0721094073767095,2,2.0,0.0,0.0,1.0,1.0
2.074381389835531,1,0.0,1.0,0.0,1.0,0.0
2.0760219465177205,1,0.0,1.0,0.0,0.0,1.0
2.0763298398259837,1,0.0,0.0,1.0,1.0,0.0
2.078179119247897,1,0.0,0.0,1.0,1.0,0.0
2.0788991733900906,1,0.0,1.0,0.0,0.0,1.0
2.0800316957210776,1,0.0,0.0,1.0,0.0,1.0
2.0802995631370917,1,1.0,0.0,0.0,1.0,0.0
2.0811654526534857,1,1.0,0.0,0.0,1.0,0.0
2.0893443438463835,1,0.0,1.0,0.0,0.0,1.0
2.0903010033444818,1,1.0,0.0,0.0,1.0,0.0
2.090696401015481,1,0.0,1.0,0.0,0.0,1.0
2.0916126333403056,1,1.0,0.0,0.0,1.0,0.0
2.092487968194183,1,1.0,0.0,0.0,0.0,1.0
2.0933640360058616,2,2.0,0.0,0.0,1.0,1.0
2.0938023450586263,2,2.0,0.0,0.0,1.0,1.0
2.0951183741881416,1,1.0,0.0,0.0,1.0,0.0
2.0964360587002098,1,1.0,0.0,0.0,0.0,1.0
2.097902097902098,1,0.0,0.0,1.0,0.0,1.0
2.099517111064455,1,1.0,0.0,0.0,1.0,0.0
2.099958000839983,1,1.0,0.0,0.0,1.0,0.0
2.100630189056717,1,0.0,1.0,0.0,1.0,0.0
2.1010505252626315,1,0.0,0.0,1.0,1.0,0.0
2.1043771043771042,3,3.0,0.0,0.0,1.0,2.0
2.1052631578947367,1,0.0,0.0,1.0,1.0,0.0
2.108010439670749,1,0.0,0.0,1.0,1.0,0.0
2.1083702298123552,1,1.0,0.0,0.0,1.0,0.0
2.110595187842972,1,1.0,0.0,0.0,1.0,0.0
2.112888620585572,1,0.0,0.0,1.0,1.0,0.0
2.1141649048625792,1,1.0,0.0,0.0,1.0,0.0
2.114611968703743,1,1.0,0.0,0.0,0.0,1.0
2.11672210462655,1,0.0,0.0,1.0,1.0,0.0
2.116850127011008,1,1.0,0.0,0.0,1.0,0.0
2.1186440677966103,1,1.0,0.0,0.0,1.0,0.0
2.1205695243865494,1,0.0,0.0,1.0,0.0,1.0
2.1217907914279652,1,1.0,0.0,0.0,1.0,0.0
2.1235931195582927,2,2.0,0.0,0.0,1.0,1.0
2.125290962453193,1,0.0,0.0,1.0,1.0,0.0
2.1265822784810124,1,0.0,0.0,1.0,1.0,0.0
2.126797650394977,1,0.0,0.0,1.0,1.0,0.0
2.1281123643328366,1,1.0,0.0,0.0,1.0,0.0
2.1290185224611453,1,1.0,0.0,0.0,1.0,0.0
2.1294718909710393,1,1.0,0.0,0.0,0.0,1.0
2.131741632914091,1,1.0,0.0,0.0,1.0,0.0
2.1326292271757894,1,0.0,0.0,1.0,0.0,1.0
2.133929478711513,1,0.0,1.0,0.0,1.0,0.0
2.135383301302584,1,1.0,0.0,0.0,1.0,0.0
2.135665615783586,1,0.0,1.0,0.0,1.0,0.0
2.1362956633198036,1,1.0,0.0,0.0,1.0,0.0
2.139582272032603,1,0.0,0.0,1.0,0.0,1.0
2.139952921035737,1,1.0,0.0,0.0,1.0,0.0
2.140781895101687,1,0.0,1.0,0.0,0.0,1.0
2.1408910184524417,1,0.0,0.0,1.0,0.0,1.0
2.1413276231263385,1,1.0,0.0,0.0,1.0,0.0
2.1436227224008575,1,1.0,0.0,0.0,0.0,1.0
2.1451555237754736,1,0.0,1.0,0.0,1.0,0.0
2.1495470597267006,1,0.0,1.0,0.0,0.0,1.0
2.1496570785136657,1,0.0,1.0,0.0,1.0,0.0
2.150317427810772,1,0.0,1.0,0.0,0.0,1.0
2.1518598217030434,1,0.0,1.0,0.0,1.0,0.0
2.1523009121656247,1,0.0,1.0,0.0,1.0,0.0
2.1528525296017222,1,1.0,0.0,0.0,0.0,1.0
2.1529628870207094,1,0.0,0.0,1.0,1.0,0.0
2.1537798836958864,2,2.0,0.0,0.0,2.0,0.0
2.154243860404998,1,1.0,0.0,0.0,0.0,1.0
2.154288059089044,1,0.0,0.0,1.0,1.0,0.0
2.1551724137931036,1,0.0,0.0,1.0,1.0,0.0
2.156566745740781,1,1.0,0.0,0.0,1.0,0.0
2.1573864803780562,1,0.0,0.0,1.0,0.0,1.0
2.1579628830384117,1,1.0,0.0,0.0,0.0,1.0
2.158273381294964,1,0.0,0.0,1.0,1.0,0.0
2.158428663932657,1,1.0,0.0,0.0,1.0,0.0
2.1593608291945583,1,1.0,0.0,0.0,1.0,0.0
2.159827213822894,1,1.0,0.0,0.0,1.0,0.0
2.160293799956794,1,1.0,0.0,0.0,1.0,0.0
2.16076058772688,1,1.0,0.0,0.0,1.0,0.0
2.162629757785467,2,2.0,0.0,0.0,2.0,0.0
2.163387246317091,1,0.0,0.0,1.0,0.0,1.0
2.164725286052984,1,0.0,1.0,0.0,0.0,1.0
2.1658415841584158,1,0.0,0.0,1.0,1.0,0.0
2.166623678101625,1,0.0,1.0,0.0,0.0,1.0
2.1668472372697725,3,3.0,0.0,0.0,2.0,1.0
2.167316861725184,1,1.0,0.0,0.0,1.0,0.0
2.167786689789725,1,1.0,0.0,0.0,1.0,0.0
2.1691973969631237,2,2.0,0.0,0.0,1.0,1.0
2.170138888888889,1,1.0,0.0,0.0,1.0,0.0
2.1706099413935314,1,1.0,0.0,0.0,1.0,0.0
2.1710811984368217,1,1.0,0.0,0.0,1.0,0.0
2.172024326672459,1,1.0,0.0,0.0,0.0,1.0
2.1725636250775917,1,0.0,0.0,1.0,0.0,1.0
2.1738005279229853,1,0.0,1.0,0.0,1.0,0.0
2.1769553724148656,1,0.0,1.0,0.0,1.0,0.0
2.179553710430721,1,0.0,0.0,1.0,0.0,1.0
2.179666822357154,1,0.0,1.0,0.0,0.0,1.0
2.1797799460244964,1,0.0,0.0,1.0,1.0,0.0
2.1805494984736153,1,1.0,0.0,0.0,1.0,0.0
2.1810250817884405,1,1.0,0.0,0.0,0.0,1.0
2.181364911187286,2,0.0,0.0,2.0,0.0,2.0
2.181500872600349,1,1.0,0.0,0.0,1.0,0.0
2.182952182952183,1,0.0,1.0,0.0,0.0,1.0
2.1838602329450914,1,0.0,0.0,1.0,0.0,1.0
2.1838829438742082,1,1.0,0.0,0.0,0.0,1.0
2.1856786011656952,1,0.0,0.0,1.0,0.0,1.0
2.1862702229995628,2,2.0,0.0,0.0,2.0,0.0
2.186588921282799,1,0.0,0.0,1.0,0.0,1.0
2.1881838074398248,1,1.0,0.0,0.0,1.0,0.0
2.188662727073758,1,1.0,0.0,0.0,1.0,0.0
2.1900093857545104,1,0.0,0.0,1.0,1.0,0.0
2.1904662563888597,1,0.0,1.0,0.0,0.0,1.0
2.191151919866444,1,0.0,0.0,1.0,1.0,0.0
2.1918380127335353,1,0.0,0.0,1.0,1.0,0.0
2.1920210434020166,1,1.0,0.0,0.0,1.0,0.0
2.194128095287849,1,0.0,0.0,1.0,1.0,0.0
2.1955044432828017,1,0.0,0.0,1.0,0.0,1.0
2.1963540522732266,1,1.0,0.0,0.0,1.0,0.0
2.198147275867483,1,0.0,1.0,0.0,0.0,1.0
2.198285337436799,1,1.0,0.0,0.0,1.0,0.0
2.1992522542335604,1,1.0,0.0,0.0,1.0,0.0
2.1992983191077133,1,0.0,1.0,0.0,0.0,1.0
2.199643867183408,2,0.0,0.0,2.0,0.0,2.0
2.200796478725634,1,0.0,0.0,1.0,1.0,0.0
2.20125786163522,1,0.0,1.0,0.0,0.0,1.0
2.202643171806167,1,1.0,0.0,0.0,0.0,1.0
2.204099625303064,1,1.0,0.0,0.0,1.0,0.0
2.2058823529411766,1,0.0,0.0,1.0,1.0,0.0
2.2077375946173254,1,0.0,0.0,1.0,1.0,0.0
2.208480565371025,2,2.0,0.0,0.0,1.0,1.0
2.212622484458961,1,0.0,0.0,1.0,0.0,1.0
2.2138587558113794,1,1.0,0.0,0.0,1.0,0.0
2.214255588359342,1,0.0,0.0,1.0,0.0,1.0
2.2148394241417497,1,1.0,0.0,0.0,1.0,0.0
2.2153300841825434,2,2.0,0.0,0.0,1.0,1.0
2.215820961666297,1,1.0,0.0,0.0,1.0,0.0
2.216358839050132,1,0.0,1.0,0.0,1.0,0.0
2.2168267708223373,1,0.0,1.0,0.0,0.0,1.0
2.217060810810811,1,0.0,0.0,1.0,1.0,0.0
2.2172949002217295,1,1.0,0.0,0.0,0.0,1.0
2.2177866489243736,1,1.0,0.0,0.0,1.0,0.0
2.2184660891612085,1,0.0,0.0,1.0,0.0,1.0
2.2187708009762592,1,1.0,0.0,0.0,1.0,0.0
2.2192632046160674,1,1.0,0.0,0.0,0.0,1.0
2.221235006663705,2,2.0,0.0,0.0,2.0,0.0
2.221728504776716,2,2.0,0.0,0.0,1.0,1.0
2.2219870913130886,1,0.0,0.0,1.0,1.0,0.0
2.2222222222222223,2,1.0,0.0,1.0,1.0,1.0
2.222716159146477,2,2.0,0.0,0.0,1.0,1.0
2.2232809274257583,1,0.0,1.0,0.0,0.0,1.0
2.2237046920169004,1,1.0,0.0,0.0,0.0,1.0
2.224199288256228,2,2.0,0.0,0.0,2.0,0.0
2.2246941045606228,2,2.0,0.0,0.0,2.0,0.0
2.226179875333927,1,1.0,0.0,0.0,1.0,0.0
2.2271714922048997,2,2.0,0.0,0.0,2.0,0.0
2.2276676319893074,1,1.0,0.0,0.0,0.0,1.0
2.2283531409168083,1,0.0,0.0,1.0,0.0,1.0
2.2311468094600624,1,1.0,0.0,0.0,1.0,0.0
2.2322614934892373,1,0.0,1.0,0.0,0.0,1.0
2.232641214556821,2,2.0,0.0,0.0,1.0,1.0
2.233139794551139,1,1.0,0.0,0.0,1.0,0.0
2.2333297883654155,1,0.0,0.0,1.0,1.0,0.0
2.233638597274961,1,1.0,0.0,0.0,1.0,0.0
2.2338049143708116,1,0.0,0.0,1.0,1.0,0.0
2.234137622877569,2,2.0,0.0,0.0,2.0,0.0
2.2361835800234267,1,0.0,0.0,1.0,0.0,1.0
2.2366360993066428,1,1.0,0.0,0.0,1.0,0.0
2.237136465324385,1,1.0,0.0,0.0,0.0,1.0
2.237851662404092,1,0.0,1.0,0.0,0.0,1.0
2.2380901630608547,1,0.0,0.0,1.0,1.0,0.0
2.2381378692927485,1,1.0,0.0,0.0,1.0,0.0
2.238638907544213,3,3.0,0.0,0.0,2.0,1.0
2.2388059701492535,2,0.0,0.0,2.0,0.0,2.0
2.2395222352564788,1,0.0,0.0,1.0,0.0,1.0
2.2450288646568315,1,0.0,0.0,1.0,0.0,1.0
2.24517287831163,3,3.0,0.0,0.0,3.0,0.0
2.2461814914645104,2,2.0,0.0,0.0,2.0,0.0
2.247191011235955,3,3.0,0.0,0.0,2.0,1.0
2.2476961114857272,1,1.0,0.0,0.0,0.0,1.0
2.2491164185498556,1,0.0,0.0,1.0,0.0,1.0
2.249212775528565,1,1.0,0.0,0.0,1.0,0.0
2.2495982860203534,1,0.0,1.0,0.0,0.0,1.0
2.249718785151856,1,0.0,1.0,0.0,0.0,1.0
2.2498392971930574,1,0.0,0.0,1.0,1.0,0.0
2.25022502250225,1,1.0,0.0,0.0,1.0,0.0
2.2507314877335136,1,1.0,0.0,0.0,1.0,0.0
2.2516485283868546,1,0.0,1.0,0.0,1.0,0.0
2.2534606717458954,1,0.0,1.0,0.0,0.0,1.0
2.2537025112685125,1,0.0,1.0,0.0,1.0,0.0
2.2549124879201115,1,0.0,0.0,1.0,1.0,0.0
2.2555179635894955,1,0.0,1.0,0.0,0.0,1.0
2.256317689530686,1,1.0,0.0,0.0,1.0,0.0
2.256826901376664,2,2.0,0.0,0.0,2.0,0.0
2.2583559168925023,1,1.0,0.0,0.0,1.0,0.0
2.2594007208564206,1,0.0,1.0,0.0,1.0,0.0
2.260738507912585,1,0.0,1.0,0.0,0.0,1.0
2.2609088853719195,1,1.0,0.0,0.0,1.0,0.0
2.261420171867933,1,1.0,0.0,0.0,1.0,0.0
2.261931689662972,1,1.0,0.0,0.0,1.0,0.0
2.26219971991813,2,0.0,0.0,2.0,1.0,1.0
2.262443438914027,1,0.0,1.0,0.0,0.0,1.0
2.263174911089557,1,0.0,0.0,1.0,1.0,0.0
2.2634676324128566,2,2.0,0.0,0.0,1.0,1.0
2.263906856403622,1,0.0,0.0,1.0,1.0,0.0
2.2644927536231885,1,1.0,0.0,0.0,0.0,1.0
2.2650056625141564,1,1.0,0.0,0.0,0.0,1.0
2.26537216828479,1,0.0,0.0,1.0,0.0,1.0
2.2655188038060716,1,1.0,0.0,0.0,0.0,1.0
2.265616571366922,1,0.0,1.0,0.0,0.0,1.0
2.2665457842248413,1,1.0,0.0,0.0,1.0,0.0
2.266594711279007,1,0.0,0.0,1.0,1.0,0.0
2.2680880018144705,2,2.0,0.0,0.0,1.0,1.0
2.2697795071335927,1,0.0,0.0,1.0,1.0,0.0
2.270663033605813,1,1.0,0.0,0.0,1.0,0.0
2.2710068130204393,1,0.0,0.0,1.0,1.0,0.0
2.271498107084911,1,0.0,1.0,0.0,0.0,1.0
2.272727272727273,1,0.0,1.0,0.0,0.0,1.0
2.2732439190725167,1,1.0,0.0,0.0,1.0,0.0
2.2735884804850324,1,0.0,1.0,0.0,0.0,1.0
2.2737608003638017,2,2.0,0.0,0.0,1.0,1.0
2.2742040285899936,1,0.0,0.0,1.0,0.0,1.0
2.274450341167551,1,0.0,0.0,1.0,1.0,0.0
2.2747952684258417,1,1.0,0.0,0.0,1.0,0.0
2.2756827048114436,1,0.0,0.0,1.0,1.0,0.0
2.2759293378129404,1,0.0,0.0,1.0,0.0,1.0
2.27765726681128,1,0.0,0.0,1.0,1.0,0.0
2.2792641232973354,1,0.0,1.0,0.0,1.0,0.0
2.2798827488872,1,0.0,0.0,1.0,1.0,0.0
2.279981760145919,1,1.0,0.0,0.0,0.0,1.0
2.281021897810219,2,2.0,0.0,0.0,0.0,2.0
2.2815423226100844,2,2.0,0.0,0.0,2.0,0.0
2.2818646093665107,1,0.0,1.0,0.0,0.0,1.0
2.2820629849383844,1,1.0,0.0,0.0,1.0,0.0
2.282583884957772,2,2.0,0.0,0.0,1.0,1.0
2.282608695652174,1,0.0,0.0,1.0,1.0,0.0
2.2836015658982167,1,0.0,0.0,1.0,1.0,0.0
2.2836263987211693,1,1.0,0.0,0.0,1.0,0.0
2.284148012791229,1,1.0,0.0,0.0,1.0,0.0
2.2851919561243146,1,1.0,0.0,0.0,0.0,1.0
2.2858386850985086,2,0.0,1.0,1.0,1.0,1.0
2.286236854138089,2,2.0,0.0,0.0,1.0,1.0
2.2865853658536586,1,0.0,0.0,1.0,0.0,1.0
2.2867596615595702,1,1.0,0.0,0.0,0.0,1.0
2.2868343678536425,1,0.0,1.0,0.0,0.0,1.0
2.288329519450801,1,1.0,0.0,0.0,1.0,0.0
2.2885789014821274,1,0.0,1.0,0.0,1.0,0.0
2.2888283378746594,1,0.0,0.0,1.0,0.0,1.0
2.289826627412496,1,0.0,0.0,1.0,1.0,0.0
2.290825788153158,1,0.0,0.0,1.0,1.0,0.0
2.290950744558992,1,1.0,0.0,0.0,1.0,0.0
2.2914757103574703,4,4.0,0.0,0.0,2.0,2.0
2.2920009168003666,1,1.0,0.0,0.0,1.0,0.0
2.2925764192139737,1,0.0,1.0,0.0,1.0,0.0
2.293577981651376,1,1.0,0.0,0.0,1.0,0.0
2.2941041523285155,2,2.0,0.0,0.0,2.0,0.0
2.2950819672131146,1,0.0,0.0,1.0,1.0,0.0
2.296211251435132,2,2.0,0.0,0.0,1.0,1.0
2.296738631143776,1,1.0,0.0,0.0,1.0,0.0
2.297266253158741,1,1.0,0.0,0.0,0.0,1.0
2.297844403107561,1,0.0,0.0,1.0,0.0,1.0
2.2988505747126435,5,4.0,0.0,1.0,4.0,1.0
2.2991022553098315,1,0.0,0.0,1.0,1.0,0.0
2.2993791676247413,1,1.0,0.0,0.0,1.0,0.0
2.2999080036798527,2,2.0,0.0,0.0,2.0,0.0
2.300966405890474,1,1.0,0.0,0.0,0.0,1.0
2.3011176857330704,1,0.0,0.0,1.0,1.0,0.0
2.3018743834265045,1,0.0,0.0,1.0,0.0,1.0
2.3020257826887662,1,1.0,0.0,0.0,1.0,0.0
2.302555836979047,1,1.0,0.0,0.0,1.0,0.0
2.3032629558541267,1,0.0,1.0,0.0,0.0,1.0
2.304147465437788,1,1.0,0.0,0.0,1.0,0.0
2.3046784973496197,1,1.0,0.0,0.0,1.0,0.0
2.305209774089442,1,1.0,0.0,0.0,1.0,0.0
2.3057412958266084,2,2.0,0.0,0.0,1.0,1.0
2.3062730627306274,2,2.0,0.0,0.0,2.0,0.0
2.3064250411861615,1,0.0,0.0,1.0,0.0,1.0
2.306805074971165,2,2.0,0.0,0.0,2.0,0.0
2.3073373327180433,1,1.0,0.0,0.0,1.0,0.0
2.3081996043086392,1,0.0,1.0,0.0,0.0,1.0
2.308960967564596,1,0.0,0.0,1.0,1.0,0.0
2.3092148669452386,1,0.0,0.0,1.0,1.0,0.0
2.31000231000231,2,2.0,0.0,0.0,2.0,0.0
2.31023102310231,1,0.0,0.0,1.0,1.0,0.0
2.31099372730274,1,0.0,0.0,1.0,0.0,1.0
2.3110700254217704,1,1.0,0.0,0.0,1.0,0.0
2.311120893633412,1,0.0,1.0,0.0,0.0,1.0
2.311604253351826,1,1.0,0.0,0.0,1.0,0.0
2.311884185611273,1,0.0,1.0,0.0,0.0,1.0
2.3120114499614663,1,0.0,0.0,1.0,1.0,0.0
2.3127753303964758,1,0.0,0.0,1.0,0.0,1.0
2.313284864507601,1,0.0,0.0,1.0,0.0,1.0
2.314279102059708,2,2.0,0.0,0.0,2.0,0.0
2.314304606568217,1,0.0,0.0,1.0,1.0,0.0
2.3153252480705624,1,0.0,1.0,0.0,1.0,0.0
2.31535077564251,1,1.0,0.0,0.0,1.0,0.0
2.3158869847151458,2,2.0,0.0,0.0,1.0,1.0
2.316423442205235,2,2.0,0.0,0.0,1.0,1.0
2.3169601482854496,1,1.0,0.0,0.0,0.0,1.0
2.3173692341646435,1,0.0,0.0,1.0,1.0,0.0
2.317624986204613,1,0.0,0.0,1.0,1.0,0.0
2.318136659675461,1,0.0,0.0,1.0,1.0,0.0
2.3185717597959656,1,1.0,0.0,0.0,1.0,0.0
2.320185614849188,2,2.0,0.0,0.0,2.0,0.0
2.3212114513098263,1,0.0,0.0,1.0,1.0,0.0
2.3218017181332713,1,1.0,0.0,0.0,1.0,0.0
2.321981424148607,2,0.0,2.0,0.0,0.0,2.0
2.3221098026206666,1,0.0,1.0,0.0,1.0,0.0
2.3228803716608595,4,4.0,0.0,0.0,3.0,1.0
2.323420074349442,3,3.0,0.0,0.0,2.0,1.0
2.3235229032971896,1,0.0,0.0,1.0,0.0,1.0
2.324294410625346,2,0.0,0.0,2.0,0.0,2.0
2.3255813953488373,3,3.0,0.0,0.0,3.0,0.0
2.3266635644485807,2,2.0,0.0,0.0,2.0,0.0
2.326869806094183,1,0.0,0.0,1.0,1.0,0.0
2.327205026762858,1,1.0,0.0,0.0,1.0,0.0
2.3273855702094646,1,0.0,0.0,1.0,1.0,0.0
2.3277467411545625,1,1.0,0.0,0.0,1.0,0.0
2.3284177846767933,1,0.0,0.0,1.0,1.0,0.0
2.328830926874709,1,1.0,0.0,0.0,1.0,0.0
2.332633543270352,1,1.0,0.0,0.0,1.0,0.0
2.3331777881474567,1,1.0,0.0,0.0,1.0,0.0
2.3337222870478413,3,3.0,0.0,0.0,2.0,1.0
2.334812047630166,2,2.0,0.0,0.0,0.0,2.0
2.334889926617745,1,0.0,0.0,1.0,1.0,0.0
2.335149560769487,2,0.0,2.0,0.0,0.0,2.0
2.335357309668379,1,1.0,0.0,0.0,1.0,0.0
2.3355391202802647,1,0.0,1.0,0.0,0.0,1.0
2.33590282644242,1,1.0,0.0,0.0,1.0,0.0
2.336448598130841,2,2.0,0.0,0.0,2.0,0.0
2.3369686178499887,1,0.0,0.0,1.0,1.0,0.0
2.3369946249123625,1,1.0,0.0,0.0,0.0,1.0
2.337228714524207,2,0.0,0.0,2.0,1.0,1.0
2.337749081598575,1,0.0,1.0,0.0,0.0,1.0
2.3380874444704234,3,3.0,0.0,0.0,2.0,1.0
2.3386342376052385,1,1.0,0.0,0.0,0.0,1.0
2.3391812865497075,1,1.0,0.0,0.0,1.0,0.0
2.339728591483388,3,3.0,0.0,0.0,2.0,1.0
2.3400936037441498,1,0.0,0.0,1.0,0.0,1.0
2.340276152586005,1,1.0,0.0,0.0,1.0,0.0
2.3408239700374533,4,4.0,0.0,0.0,2.0,2.0
2.3408761565042915,1,0.0,0.0,1.0,1.0,0.0
2.3413720440177945,1,1.0,0.0,0.0,1.0,0.0
2.3416592328278325,1,0.0,0.0,1.0,1.0,0.0
2.34192037470726,1,0.0,0.0,1.0,0.0,1.0
2.342442833240379,1,0.0,0.0,1.0,0.0,1.0
2.3424689622862496,1,1.0,0.0,0.0,1.0,0.0
2.3427041499330654,1,0.0,0.0,1.0,1.0,0.0
2.34375,1,0.0,0.0,1.0,1.0,0.0
2.344011608438442,2,0.0,0.0,2.0,1.0,1.0
2.344535000558223,1,0.0,0.0,1.0,1.0,0.0
2.3454514994136373,1,0.0,1.0,0.0,1.0,0.0
2.346368715083799,1,0.0,0.0,1.0,1.0,0.0
2.34649980445835,1,0.0,1.0,0.0,0.0,1.0
2.347942754919499,1,0.0,0.0,1.0,1.0,0.0
2.3482053002348207,1,0.0,0.0,1.0,1.0,0.0
2.3483365949119372,1,0.0,1.0,0.0,0.0,1.0
2.3496240601503757,1,1.0,0.0,0.0,1.0,0.0
2.3500447627573857,1,0.0,0.0,1.0,1.0,0.0
2.350570852921424,1,0.0,0.0,1.0,1.0,0.0
2.350833986342774,1,0.0,0.0,1.0,1.0,0.0
2.3510971786833856,1,0.0,0.0,1.0,1.0,0.0
2.3516237402015676,1,0.0,0.0,1.0,1.0,0.0
2.351834430856068,1,1.0,0.0,0.0,0.0,1.0
2.3529411764705883,1,1.0,0.0,0.0,1.0,0.0
2.3537323470073974,1,0.0,0.0,1.0,0.0,1.0
2.3545240497813658,1,0.0,0.0,1.0,0.0,1.0
2.354603249352484,2,2.0,0.0,0.0,2.0,0.0
2.3557126030624262,3,3.0,0.0,0.0,3.0,0.0
